SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","0ab798ac-6d96-4ccc-89d1-0cc91dcd5e21","Bandwidth","Inter-Region","Europe","Data Transfer Out","153.698506","3.073970"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/13/2022","0ab798ac-6d96-4ccc-89d1-0cc91dcd5e21","Bandwidth","Inter-Region","Europe","Data Transfer Out","0.000136","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/14/2022","0ab798ac-6d96-4ccc-89d1-0cc91dcd5e21","Bandwidth","Inter-Region","Europe","Data Transfer Out","0.000234","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/15/2022","0ab798ac-6d96-4ccc-89d1-0cc91dcd5e21","Bandwidth","Inter-Region","Europe","Data Transfer Out","0.000125","0.000002"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/16/2022","0ab798ac-6d96-4ccc-89d1-0cc91dcd5e21","Bandwidth","Inter-Region","Europe","Data Transfer Out","0.000202","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/17/2022","0ab798ac-6d96-4ccc-89d1-0cc91dcd5e21","Bandwidth","Inter-Region","Europe","Data Transfer Out","0.000183","0.000003"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/18/2022","0ab798ac-6d96-4ccc-89d1-0cc91dcd5e21","Bandwidth","Inter-Region","Europe","Data Transfer Out","1.1E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","4.8E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/4/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/5/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/6/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/7/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/8/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/9/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/10/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/11/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/12/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/13/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/14/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/15/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/16/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/17/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/18/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/19/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/20/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/21/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/22/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/23/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/24/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/25/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/26/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/27/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/28/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/1/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/2/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/3/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/4/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/5/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/6/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/7/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/8/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/9/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/10/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/11/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/12/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/13/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/14/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/15/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/16/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/17/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/18/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/19/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/20/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/21/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/22/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/23/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/24/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/25/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/26/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","7.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/27/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/28/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/29/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/30/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/31/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/1/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/2/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/3/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/4/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/5/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/6/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","1.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/7/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/8/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/9/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/10/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/11/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/12/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/13/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","6E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/14/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/15/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/16/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/17/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/18/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/19/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/20/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","9E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/21/2022","d10c880f-c782-407f-97a1-0d25a42dd628","Storage","Files v2","EU North","LRS Metadata","3E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","7.8635","0.102226"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/4/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0014","0.000018"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/5/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","1.8617","0.024202"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/7/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0001","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/8/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.2066","0.002685"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/10/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0038","0.000049"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/11/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/12/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0016","0.000021"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/13/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0002","0.000003"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/15/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0008","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/17/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/19/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0126","0.000163"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/21/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0048","0.000062"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/22/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0008","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/24/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0133","0.000172"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/26/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0012","0.000015"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/27/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0008","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/28/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/1/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0008","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/3/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0016","0.000021"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/4/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0018","0.000023"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/5/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0025","0.000033"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/6/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0006","0.000008"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/7/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/8/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/11/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0062","0.000080"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/12/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/18/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0008","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/19/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0008","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/22/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.002","0.000026"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/23/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0022","0.000029"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/25/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/29/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.3184","0.004140"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/4/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/7/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0008","0.000010"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/8/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0014","0.000018"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/9/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0004","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/10/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0034","0.000044"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/11/2022","3b02af32-4a48-453e-a52d-17a276c23424","Storage","Files v2","EU North","Cool Read Operations","0.0027","0.000035"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/13/2022","ae56b367-2708-4454-a3d9-2be7b2364ea1","Virtual Network","IP Addresses","All","Dynamic Public IP - Free","16","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/14/2022","ae56b367-2708-4454-a3d9-2be7b2364ea1","Virtual Network","IP Addresses","All","Dynamic Public IP - Free","24","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/15/2022","ae56b367-2708-4454-a3d9-2be7b2364ea1","Virtual Network","IP Addresses","All","Dynamic Public IP - Free","24","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/16/2022","ae56b367-2708-4454-a3d9-2be7b2364ea1","Virtual Network","IP Addresses","All","Dynamic Public IP - Free","24","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/17/2022","ae56b367-2708-4454-a3d9-2be7b2364ea1","Virtual Network","IP Addresses","All","Dynamic Public IP - Free","24","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/18/2022","ae56b367-2708-4454-a3d9-2be7b2364ea1","Virtual Network","IP Addresses","All","Dynamic Public IP - Free","13","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/1/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","123.677942","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/2/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","58.650049","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","184.127055","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/4/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.2E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/5/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","19.083541","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/6/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","7E-06","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/7/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.3E-05","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/8/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.526407","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/10/2022","32c3ebec-1646-49e3-8127-2cafbd3a04d8","Bandwidth","All","All","Data Transfer In","1.2E-05","0.000000"
