SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/20/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0005","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/21/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/22/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/23/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/24/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/25/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/26/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0005","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/27/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/28/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/29/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/30/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/31/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/1/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0005","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/2/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/3/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/4/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/5/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/6/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0005","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/7/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/8/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/9/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/10/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/11/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/12/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0005","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/13/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/14/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/15/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/16/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/17/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/18/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0005","0.000005"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/19/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/20/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0004","0.000004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/21/2022","d5f53755-cb17-42ba-8407-3fe2384090a9","Storage","General Block Blob v2 Hierarchical Namespace","EU North","Hot Other Operations","0.0001","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0112","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/4/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/5/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/6/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/7/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/8/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/9/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/10/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/11/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/12/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/13/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/14/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/15/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/16/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/17/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/18/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/19/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/20/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/21/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0145","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/22/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0145","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/23/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/24/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/25/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/26/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/27/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/28/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/1/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/2/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/3/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/4/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/5/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/6/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/7/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/8/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/9/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/10/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/11/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/12/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/13/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/14/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/15/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/16/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/17/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/18/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/19/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/20/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/21/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/22/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/23/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/24/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/25/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/26/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0146","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/27/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0062","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/28/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0006","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/29/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0006","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/30/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0006","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","3/31/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0006","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/1/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/2/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/3/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/4/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/5/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/6/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0026","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/7/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/8/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/9/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/10/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0012","0.000000"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/11/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0076","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/12/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0076","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/13/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0064","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/14/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0076","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/15/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0058","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/16/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.004","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/17/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0064","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/18/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0064","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/19/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0064","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/20/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.004","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","4/21/2022","b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52","Storage","Tables","All","Batch Write Operations","0.0064","0.000001"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","27f8c0ba-5a3e-4afd-80e2-58cfefa3afae","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","EU North","Hot Iterative Read Operations","0.0002","0.000014"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/7/2021","9040f97b-003b-488a-877d-58ff2157e932","Container Instances","All","FR Central","vCPU Duration","7.119415","0.346004"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","9/8/2021","9040f97b-003b-488a-877d-58ff2157e932","Container Instances","All","FR Central","vCPU Duration","2.136697","0.103843"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/3/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","4.338432","0.065072"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/4/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","6.507648","0.097608"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/5/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","6.94107","0.104117"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/6/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.1886","0.107832"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/7/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.1886","0.107832"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/8/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.22038","0.108308"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/9/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/10/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/11/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/12/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/13/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/14/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/15/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/16/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/17/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
"Azure for Students","10d61632-4229-4aef-abb2-6ae23828b5cf","2/18/2022","4c6001e1-a0be-4947-b4fe-5bc28c1b783d","Storage","Files v2","EU North","Cool LRS Data Stored","7.24308","0.108648"
